time,rayIndex,x,y,objectDetected
4.323335,71,0.15,0.75,Wall4
4.323335,75,0.55,0.75,Wall1
4.323335,76,0.65,0.75,Wall1
4.323335,77,0.75,0.75,Wall1
4.323335,78,0.85,0.75,Wall1
4.323335,79,0.95,0.75,Wall1
4.328028,0,0.05,0.05,Floor
4.328028,1,0.15,0.05,Floor
4.328028,2,0.25,0.05,Floor
4.328028,3,0.35,0.05,Floor
4.328028,4,0.45,0.05,Floor
4.328028,5,0.55,0.05,trialStarter
4.328028,6,0.65,0.05,trialStarter
4.328028,7,0.75,0.05,trialStarter
4.328028,8,0.85,0.05,trialStarter
4.328028,9,0.95,0.05,Floor
4.328028,10,0.05,0.15,Floor
4.328028,11,0.15,0.15,Floor
4.328028,12,0.25,0.15,Floor
4.328028,13,0.35,0.15,Floor
4.328028,14,0.45,0.15,Floor
4.328028,15,0.55,0.15,Floor
4.328028,16,0.65,0.15,trialStarter
4.328028,17,0.75,0.15,Floor
4.328028,18,0.85,0.15,Floor
4.328028,19,0.95,0.15,Floor
4.328028,20,0.05,0.25,Floor
4.328028,21,0.15,0.25,Floor
4.328028,22,0.25,0.25,Floor
4.328028,23,0.35,0.25,Floor
4.328028,24,0.45,0.25,Floor
4.328028,25,0.55,0.25,Floor
4.328028,26,0.65,0.25,Floor
4.328028,27,0.75,0.25,Floor
4.328028,28,0.85,0.25,Floor
4.328028,29,0.95,0.25,Floor
4.328028,30,0.05,0.35,Floor
4.328028,31,0.15,0.35,Floor
4.328028,32,0.25,0.35,Floor
4.328028,33,0.35,0.35,Floor
4.328028,34,0.45,0.35,Floor
4.328028,35,0.55,0.35,Floor
4.328028,36,0.65,0.35,Floor
4.328028,37,0.75,0.35,Floor
4.328028,38,0.85,0.35,Floor
4.328028,39,0.95,0.35,Floor
4.328028,40,0.05,0.45,Cube63
4.328028,41,0.15,0.45,Wall4
4.328028,42,0.25,0.45,Wall1
4.328028,43,0.35,0.45,Cube32
4.328028,44,0.45,0.45,Wall1
4.328028,45,0.55,0.45,Wall1
4.328028,46,0.65,0.45,Cube83
4.328028,47,0.75,0.45,Cube96
4.328028,48,0.85,0.45,Cube67
4.328028,49,0.95,0.45,Cube52
4.328028,50,0.05,0.55,Wall4
4.328028,51,0.15,0.55,Wall4
4.328028,52,0.25,0.55,Wall1
4.328028,53,0.35,0.55,Wall1
4.328028,54,0.45,0.55,Wall1
4.328028,55,0.55,0.55,Wall1
4.328028,56,0.65,0.55,Wall1
4.328028,57,0.75,0.55,Wall1
4.328028,58,0.85,0.55,Cube67
4.328028,59,0.95,0.55,Cube52
4.328028,60,0.05,0.65,Wall4
4.328028,61,0.15,0.65,Wall4
4.328028,62,0.25,0.65,Wall1
4.328028,63,0.35,0.65,Wall1
4.328028,64,0.45,0.65,Wall1
4.328028,65,0.55,0.65,Wall1
4.328028,66,0.65,0.65,Wall1
4.328028,67,0.75,0.65,Wall1
